

Software Version	2.00.18



Plate Number	Plate 1
Date	12/6/2013
Time	2:40:01 PM
Reader Type:	Synergy H1
Reader Serial Number:	265564
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	28.1

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL59	K4	1.191	211
SPL60	L4	1.213	212
SPL61	M4	1.196	78
SPL62	N4	1.179	81
SPL63	O4	1.217	57
SPL64	P4	1.071	43
SPL65	A5	1.196	116
SPL66	B5	1.183	118
SPL67	C5	1.192	51
SPL68	D5	1.161	68
SPL69	E5	1.224	1312
SPL70	F5	0.042	14
SPL71	G5	1.165	83
SPL72	H5	1.176	72
SPL73	I5	1.216	1099
SPL74	J5	1.231	1130
SPL75	K5	1.206	173
SPL76	L5	1.112	156
SPL77	M5	1.135	58
SPL78	N5	1.200	73
SPL79	O5	1.154	67
SPL80	P5	1.202	72
SPL81	A6	1.210	124
SPL82	B6	1.186	78
SPL83	C6	1.204	72
SPL84	D6	1.200	74
SPL85	E6	1.239	1406
SPL86	F6	1.250	1442
SPL87	G6	1.208	63
SPL88	H6	1.145	66
SPL89	I6	1.213	1148
SPL90	J6	1.233	1340
SPL91	K6	1.238	219
SPL92	L6	1.230	226
SPL93	M6	1.226	78
SPL94	N6	1.225	73
SPL95	O6	1.217	64
SPL96	P6	1.044	59
SPL97	A7	1.212	136
SPL98	B7	1.209	119
SPL99	C7	1.174	68
SPL100	D7	1.175	77
SPL101	E7	1.210	710
SPL102	F7	1.241	1242
SPL103	G7	1.200	82
SPL104	H7	1.173	69
SPL105	I7	1.226	1225
SPL106	J7	1.208	1003
SPL107	K7	1.215	244
SPL108	L7	1.231	217
SPL109	M7	1.200	68
SPL110	N7	1.227	68
SPL111	O7	1.174	57
SPL112	P7	1.093	57
SPL113	A8	1.196	142
SPL114	B8	1.197	100
SPL115	C8	1.214	97
SPL116	D8	1.209	73
SPL117	E8	1.211	1170
SPL118	F8	1.210	1184
SPL119	G8	1.184	74
SPL120	H8	1.194	77
SPL121	I8	1.218	886
SPL122	J8	1.246	1423
SPL123	K8	1.236	216
SPL124	L8	1.214	233
SPL125	M8	1.193	75
SPL126	N8	1.210	76
SPL127	O8	0.871	51
SPL128	P8	1.065	62
SPL129	A9	1.210	120
SPL130	B9	1.210	123
SPL131	C9	1.158	46
SPL132	D9	1.169	75
SPL133	E9	1.220	1138
SPL134	F9	1.204	1477
SPL135	G9	1.179	79
SPL136	H9	1.192	73
SPL137	I9	1.238	1318
SPL138	J9	1.237	1324
SPL139	K9	1.146	144
SPL140	L9	1.206	179
SPL141	M9	1.237	73
SPL142	N9	0.933	57
SPL143	O9	1.208	66
SPL144	P9	1.025	51
SPL145	A10	1.227	144
SPL146	B10	1.218	127
SPL147	C10	1.184	74
SPL148	D10	1.163	63
SPL149	E10	1.233	1258
SPL150	F10	1.176	1635
SPL151	G10	1.189	83
SPL152	H10	1.171	84
SPL153	I10	1.246	1397
SPL154	J10	1.256	1368
SPL155	K10	1.234	239
SPL156	L10	0.041	8
SPL157	M10	1.231	74
SPL158	N10	1.209	61
SPL159	O10	1.219	59
SPL160	P10	1.230	67
SPL161	A11	1.194	124
SPL162	B11	1.199	126
SPL163	C11	1.186	65
SPL164	D11	1.192	80
SPL165	E11	1.231	1276
SPL166	F11	1.240	1056
SPL167	G11	1.194	81
SPL168	H11	1.169	75
SPL169	I11	1.238	865
SPL170	J11	1.236	1225
SPL171	K11	1.154	189
SPL172	L11	1.195	144
SPL173	M11	1.218	56
SPL174	N11	1.206	75
SPL175	O11	1.191	64
SPL176	P11	1.057	57
SPL177	A12	1.187	146
SPL178	B12	1.219	119
SPL179	C12	1.165	66
SPL180	D12	1.202	57
SPL181	E12	1.215	1046
SPL182	F12	1.247	1271
SPL183	G12	1.153	82
SPL184	H12	1.174	76
SPL185	I12	1.206	883
SPL186	J12	1.250	882
SPL187	K12	1.012	178
SPL188	L12	1.227	223
SPL189	M12	1.210	79
SPL190	N12	1.193	77
SPL191	O12	1.212	69
SPL192	P12	1.193	66
SPL193	A13	1.177	117
SPL194	B13	1.169	141
SPL195	C13	1.222	70
SPL196	D13	1.206	73
SPL197	E13	1.231	1224
SPL198	F13	1.234	1189
SPL199	G13	1.160	83
SPL200	H13	1.171	71
SPL201	I13	1.241	1126
SPL202	J13	1.222	1174
SPL203	K13	1.218	218
SPL204	L13	1.226	190
SPL205	M13	1.222	75
SPL206	N13	1.200	70
SPL207	O13	1.194	69
SPL208	P13	1.233	75
SPL209	A14	1.229	163
SPL210	B14	1.220	134
SPL211	C14	1.201	69
SPL212	D14	1.220	68
SPL213	E14	1.210	1178
SPL214	F14	1.240	1230
SPL215	G14	1.177	75
SPL216	H14	1.192	77
SPL217	I14	1.230	1443
SPL218	J14	1.220	1096
SPL219	K14	1.220	221
SPL220	L14	1.236	185
SPL221	M14	1.206	72
SPL222	N14	1.152	69
SPL223	O14	1.195	67
SPL224	P14	1.208	65
SPL225	A15	1.228	137
SPL226	B15	1.130	130
SPL227	C15	1.199	70
SPL228	D15	1.204	60
SPL229	E15	1.234	1292
SPL230	F15	1.236	1414
SPL231	G15	1.170	85
SPL232	H15	1.157	83
SPL233	I15	1.236	1103
SPL234	J15	1.229	1285
SPL235	K15	1.190	197
SPL236	L15	1.220	214
SPL237	M15	1.175	62
SPL238	N15	1.195	66
SPL239	O15	1.217	70
SPL240	P15	1.164	63
SPL241	A16	1.169	134
SPL242	B16	0.928	135
SPL243	C16	1.188	71
SPL244	D16	1.201	71
SPL245	E16	1.222	1321
SPL246	F16	1.220	1285
SPL247	G16	1.131	76
SPL248	H16	1.188	85
SPL249	I16	1.224	955
SPL250	J16	1.088	979
SPL251	K16	1.099	150
SPL252	L16	1.213	229
SPL253	M16	1.212	73
SPL254	N16	1.155	61
SPL255	O16	1.180	64
SPL256	P16	1.202	62
SPL257	A17	1.198	142
SPL258	B17	1.211	143
SPL259	C17	1.169	52
SPL260	D17	1.199	70
SPL261	E17	1.236	505
SPL262	F17	1.250	442
SPL263	G17	1.124	73
SPL264	H17	1.178	67
SPL265	I17	1.244	1257
SPL266	J17	1.219	958
SPL267	K17	1.136	185
SPL268	L17	1.207	199
SPL269	M17	1.224	79
SPL270	N17	1.041	64
SPL271	O17	1.032	57
SPL272	P17	0.825	48
SPL273	A18	1.066	219
SPL274	B18	1.237	117
SPL275	C18	1.164	47
SPL276	D18	1.205	69
SPL277	E18	1.227	482
SPL278	F18	1.248	1294
SPL279	G18	1.150	76
SPL280	H18	1.149	78
SPL281	I18	1.216	1336
SPL282	J18	1.227	1118
SPL283	K18	0.978	192
SPL284	L18	1.122	202
SPL285	M18	1.190	77
SPL286	N18	1.040	51
SPL287	O18	1.146	67
SPL288	P18	1.110	68
SPL289	A19	1.216	149
SPL290	B19	1.205	136
SPL291	C19	1.213	78
SPL292	D19	1.209	54
SPL293	E19	1.248	1017
SPL294	F19	1.243	1357
SPL295	G19	1.190	77
SPL296	H19	1.189	69
SPL297	I19	1.228	1035
SPL298	J19	1.234	1250
SPL299	K19	1.111	200
SPL300	L19	1.213	193
SPL301	M19	1.118	67
SPL302	N19	1.208	63
SPL303	O19	1.204	57
SPL304	P19	1.227	73
SPL305	A20	1.226	123
SPL306	B20	1.244	120
SPL307	C20	1.193	71
SPL308	D20	1.230	75
SPL309	E20	1.224	936
SPL310	F20	1.156	1182
SPL311	G20	1.150	78
SPL312	H20	1.168	77
SPL313	I20	1.088	1014
SPL314	J20	1.208	906
SPL315	K20	1.235	199
SPL316	L20	1.196	198
SPL317	M20	1.149	62
SPL318	N20	1.123	59
SPL319	O20	1.223	71
SPL320	P20	1.229	70
SPL321	A21	0.824	130
SPL322	B21	0.241	29
SPL323	C21	1.191	67
SPL324	D21	1.179	84
SPL325	E21	1.220	963
SPL326	F21	1.243	1037
SPL327	G21	1.085	64
SPL328	H21	1.184	75
SPL329	I21	0.797	779
SPL330	J21	1.229	1258
SPL331	K21	1.197	219
SPL332	L21	1.133	196
SPL333	M21	1.171	77
SPL334	N21	1.071	59
SPL335	O21	0.943	57
SPL336	P21	1.191	69
SPL337	A22	0.308	39
SPL338	B22	0.162	23
SPL339	C22	1.195	63
SPL340	D22	1.196	102
SPL341	E22	1.155	1001
SPL342	F22	0.823	697
SPL343	G22	1.144	70
SPL344	H22	1.036	65
SPL345	I22	1.221	1151
SPL346	J22	1.222	1181
SPL347	K22	1.198	263
SPL348	L22	1.180	254
SPL349	M22	0.993	54
SPL350	N22	1.215	67
SPL351	O22	1.058	67
SPL352	P22	0.937	57
SPL353	A23	1.220	128
SPL354	B23	0.952	137
SPL355	C23	1.202	72
SPL356	D23	1.202	66
SPL357	E23	1.029	704
SPL358	F23	1.258	1049
SPL359	G23	1.167	75
SPL360	H23	1.209	66
SPL361	I23	1.191	1095
SPL362	J23	1.203	1175
SPL363	K23	1.121	207
SPL364	L23	1.187	196
SPL365	M23	1.166	51
SPL366	N23	1.166	80
SPL367	O23	0.728	47
SPL368	P23	1.212	64
SPL369	A24	0.912	144
SPL370	B24	1.087	141
SPL371	C24	1.187	75
SPL372	D24	1.203	67
SPL373	E24	1.079	1104
SPL374	F24	1.244	1097
SPL375	G24	1.055	60
SPL376	H24	1.104	71
SPL377	I24	1.171	1270
SPL378	J24	1.030	1316
SPL379	K24	1.207	228
SPL380	L24	1.121	160
SPL381	M24	1.088	56
SPL382	N24	1.004	63
SPL383	O24	1.187	66
SPL384	P24	0.990	58

