

Software Version	2.00.18



Plate Number	Plate 1
Date	12/6/2013
Time	3:03:27 PM
Reader Type:	Synergy H1
Reader Serial Number:	265564
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	27.9

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL292	D19	1.204	60
SPL293	E19	1.255	1819
SPL294	F19	1.251	2021
SPL295	G19	1.250	79
SPL296	H19	1.206	79
SPL297	I19	1.145	748
SPL298	J19	1.200	1033
SPL299	K19	1.137	214
SPL300	L19	1.087	234
SPL301	M19	1.142	66
SPL302	N19	1.154	74
SPL303	O19	1.016	62
SPL304	P19	1.168	71
SPL305	A20	1.300	166
SPL306	B20	1.195	189
SPL307	C20	1.251	68
SPL308	D20	1.256	53
SPL309	E20	1.268	2275
SPL310	F20	1.199	1903
SPL311	G20	1.214	83
SPL312	H20	1.193	76
SPL313	I20	1.162	1059
SPL314	J20	1.112	948
SPL315	K20	1.193	205
SPL316	L20	1.157	212
SPL317	M20	1.161	75
SPL318	N20	0.879	47
SPL319	O20	0.825	46
SPL320	P20	0.979	53
SPL321	A21	1.232	223
SPL322	B21	0.249	21
SPL323	C21	1.206	64
SPL324	D21	1.167	73
SPL325	E21	1.249	1868
SPL326	F21	1.217	1905
SPL327	G21	1.236	62
SPL328	H21	1.201	60
SPL329	I21	1.183	890
SPL330	J21	1.152	935
SPL331	K21	1.164	245
SPL332	L21	1.201	253
SPL333	M21	1.151	57
SPL334	N21	1.150	70
SPL335	O21	1.185	68
SPL336	P21	1.152	71
SPL337	A22	0.254	24
SPL338	B22	0.163	17
SPL339	C22	1.204	72
SPL340	D22	1.221	163
SPL341	E22	1.236	1940
SPL342	F22	1.192	1763
SPL343	G22	1.244	73
SPL344	H22	1.237	45
SPL345	I22	1.156	854
SPL346	J22	1.100	920
SPL347	K22	1.065	187
SPL348	L22	1.166	234
SPL349	M22	0.953	47
SPL350	N22	1.200	71
SPL351	O22	1.224	58
SPL352	P22	0.574	33
SPL353	A23	1.243	217
SPL354	B23	1.216	196
SPL355	C23	1.166	62
SPL356	D23	1.224	76
SPL357	E23	1.270	2244
SPL358	F23	1.263	2137
SPL359	G23	1.219	91
SPL360	H23	1.209	77
SPL361	I23	1.142	1061
SPL362	J23	1.175	1033
SPL363	K23	1.204	239
SPL364	L23	1.204	253
SPL365	M23	1.099	80
SPL366	N23	1.022	73
SPL367	O23	1.172	65
SPL368	P23	0.980	54
SPL369	A24	1.278	233
SPL370	B24	1.274	206
SPL371	C24	1.298	65
SPL372	D24	1.246	69
SPL373	E24	1.256	2133
SPL374	F24	1.264	2252
SPL375	G24	1.161	74
SPL376	H24	1.242	76
SPL377	I24	1.172	999
SPL378	J24	1.140	974
SPL379	K24	1.195	223
SPL380	L24	1.034	179
SPL381	M24	0.989	58
SPL382	N24	1.088	62
SPL383	O24	1.211	67
SPL384	P24	1.030	45

