

Software Version	2.00.18



Plate Number	Plate 1
Date	7/24/2014
Time	5:28:08 PM
Reader Type:	Synergy H1
Reader Serial Number:	265568
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	26.6

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL62	N4	0.239	6
SPL63	O4	1.011	233
SPL64	P4	0.499	34
SPL65	A5	0.312	9
SPL66	B5	0.510	85
SPL67	C5	0.403	12
SPL68	D5	0.984	406
SPL69	E5	0.267	24
SPL70	F5	0.837	304
SPL71	G5	0.710	31
SPL72	H5	1.034	563
SPL73	I5	0.490	54
SPL74	J5	0.457	109
SPL75	K5	0.240	10
SPL76	L5	0.588	134
SPL77	M5	0.400	16
SPL78	N5	0.979	361
SPL79	O5	0.434	9
SPL80	P5	0.955	328
SPL81	A6	0.522	91
SPL82	B6	0.235	11
SPL83	C6	1.021	348
SPL84	D6	0.276	14
SPL85	E6	0.718	288
SPL86	F6	0.269	13
SPL87	G6	0.994	371
SPL88	H6	0.278	13
SPL89	I6	0.412	70
SPL90	J6	0.333	25
SPL91	K6	0.469	81
SPL92	L6	0.297	16
SPL93	M6	0.968	295
SPL94	N6	0.285	19
SPL95	O6	0.999	370
SPL96	P6	0.405	12
SPL97	A7	0.485	86
SPL98	B7	0.543	100
SPL99	C7	0.939	432
SPL100	D7	1.074	547
SPL101	E7	0.795	266
SPL102	F7	0.748	179
SPL103	G7	0.997	485
SPL104	H7	1.073	550
SPL105	I7	0.434	41
SPL106	J7	0.932	227
SPL107	K7	0.434	72
SPL108	L7	0.618	100
SPL109	M7	0.989	266
SPL110	N7	1.069	446
SPL111	O7	1.042	517
SPL112	P7	1.037	386
SPL113	A8	0.514	88
SPL114	B8	0.573	126
SPL115	C8	1.018	518
SPL116	D8	0.476	72
SPL117	E8	0.797	239
SPL118	F8	0.882	431
SPL119	G8	0.967	326
SPL120	H8	0.750	195
SPL121	I8	0.913	133
SPL122	J8	0.888	1376
SPL123	K8	0.474	84
SPL124	L8	0.543	124
SPL125	M8	1.006	290
SPL126	N8	1.013	452
SPL127	O8	0.991	339
SPL128	P8	1.014	380
SPL129	A9	0.506	138
SPL130	B9	0.543	109
SPL131	C9	1.029	679
SPL132	D9	1.043	421
SPL133	E9	0.758	286
SPL134	F9	0.865	385
SPL135	G9	0.965	479
SPL136	H9	1.040	489
SPL137	I9	0.694	231
SPL138	J9	0.455	118
SPL139	K9	0.724	190
SPL140	L9	0.665	142
SPL141	M9	1.019	414
SPL142	N9	1.052	369
SPL143	O9	1.014	361
SPL144	P9	1.016	338
SPL145	A10	0.497	77
SPL146	B10	0.490	117
SPL147	C10	1.064	560
SPL148	D10	1.027	218
SPL149	E10	0.808	238
SPL150	F10	0.781	276
SPL151	G10	0.964	373
SPL152	H10	0.950	575
SPL153	I10	0.468	105
SPL154	J10	0.702	179
SPL155	K10	0.438	88
SPL156	L10	0.590	172
SPL157	M10	1.034	310
SPL158	N10	1.019	580
SPL159	O10	0.985	338
SPL160	P10	0.992	438
SPL161	A11	0.558	148
SPL162	B11	0.548	2740
SPL163	C11	1.073	173
SPL164	D11	1.065	9767
SPL165	E11	0.786	180
SPL166	F11	0.702	4094
SPL167	G11	0.938	586
SPL168	H11	0.985	7351
SPL169	I11	0.860	1410
SPL170	J11	0.652	1679
SPL171	K11	0.585	161
SPL172	L11	0.596	3272
SPL173	M11	1.026	481
SPL174	N11	1.040	8705
SPL175	O11	1.042	370
SPL176	P11	1.010	6549
SPL177	A12	0.489	2435
SPL178	B12	0.582	153
SPL179	C12	1.064	9259
SPL180	D12	1.048	678
SPL181	E12	0.779	3996
SPL182	F12	0.783	311
SPL183	G12	0.996	7657
SPL184	H12	1.007	459
SPL185	I12	0.612	1945
SPL186	J12	0.496	163
SPL187	K12	0.447	1854
SPL188	L12	0.622	169
SPL189	M12	1.043	5635
SPL190	N12	1.036	559
SPL191	O12	0.996	5931
SPL192	P12	1.051	432
SPL193	A13	0.549	238
SPL194	B13	0.542	250
SPL195	C13	1.027	1048
SPL196	D13	1.047	1237
SPL197	E13	0.778	922
SPL198	F13	0.836	1022
SPL199	G13	0.979	1519
SPL200	H13	1.009	1132
SPL201	I13	0.547	309
SPL202	J13	0.523	610
SPL203	K13	0.577	329
SPL204	L13	0.579	285
SPL205	M13	1.024	1093
SPL206	N13	1.068	1212
SPL207	O13	0.979	511
SPL208	P13	1.037	1200
SPL209	A14	0.584	253
SPL210	B14	0.526	299
SPL211	C14	1.059	1434
SPL212	D14	1.008	1578
SPL213	E14	0.826	767
SPL214	F14	0.755	764
SPL215	G14	0.965	1277
SPL216	H14	1.016	1138
SPL217	I14	0.714	1792
SPL218	J14	0.581	858
SPL219	K14	0.623	306
SPL220	L14	0.571	324
SPL221	M14	1.080	1170
SPL222	N14	1.052	1140
SPL223	O14	1.016	1185
SPL224	P14	0.987	964
SPL225	A15	0.648	212
SPL226	B15	0.635	191
SPL227	C15	1.043	1247
SPL228	D15	0.967	604
SPL229	E15	0.774	645
SPL230	F15	0.979	463
SPL231	G15	0.969	1210
SPL232	H15	0.970	512
SPL233	I15	0.597	296
SPL234	J15	0.423	73
SPL235	K15	0.575	251
SPL236	L15	0.599	104
SPL237	M15	1.052	1463
SPL238	N15	0.999	400
SPL239	O15	1.013	1151
SPL240	P15	1.016	451
SPL241	A16	0.634	182
SPL242	B16	0.589	262
SPL243	C16	1.065	568
SPL244	D16	1.083	1271
SPL245	E16	0.892	413
SPL246	F16	0.840	950
SPL247	G16	1.051	598
SPL248	H16	1.014	1411
SPL249	I16	0.715	169
SPL250	J16	0.665	1548
SPL251	K16	0.658	214
SPL252	L16	0.511	203
SPL253	M16	1.051	497
SPL254	N16	1.033	1154
SPL255	O16	0.952	372
SPL256	P16	1.010	909
SPL257	A17	0.580	101
SPL258	B17	0.536	136
SPL259	C17	1.061	657
SPL260	D17	0.831	352
SPL261	E17	0.847	313
SPL262	F17	0.887	531
SPL263	G17	1.012	577
SPL264	H17	0.826	278
SPL265	I17	0.680	119
SPL266	J17	0.520	226
SPL267	K17	0.575	117
SPL268	L17	0.675	243
SPL269	M17	1.058	471
SPL270	N17	0.792	235
SPL271	O17	1.054	527
SPL272	P17	0.900	375
SPL273	A18	0.664	186
SPL274	B18	0.578	101
SPL275	C18	1.078	714
SPL276	D18	1.078	527
SPL277	E18	0.931	565
SPL278	F18	0.911	301
SPL279	G18	0.980	535
SPL280	H18	1.042	477
SPL281	I18	0.542	331
SPL282	J18	0.681	123
SPL283	K18	0.507	123
SPL284	L18	0.575	101
SPL285	M18	0.926	386
SPL286	N18	1.054	524
SPL287	O18	0.954	561
SPL288	P18	1.028	391
SPL289	A19	0.674	221
SPL290	B19	0.232	27
SPL291	C19	1.053	106
SPL292	D19	0.352	23
SPL293	E19	0.838	332
SPL294	F19	0.269	21
SPL295	G19	0.999	604
SPL296	H19	0.468	45
SPL297	I19	0.593	365
SPL298	J19	0.461	78
SPL299	K19	0.566	120
SPL300	L19	0.228	21
SPL301	M19	1.008	404
SPL302	N19	0.310	18
SPL303	O19	1.062	506
SPL304	P19	0.403	30
SPL305	A20	0.233	24
SPL306	B20	0.629	175
SPL307	C20	0.459	46
SPL308	D20	1.079	831
SPL309	E20	0.281	30
SPL310	F20	0.830	354
SPL311	G20	0.554	79
SPL312	H20	1.020	573
SPL313	I20	0.829	196
SPL314	J20	0.583	137
SPL315	K20	0.376	60
SPL316	L20	0.594	127
SPL317	M20	0.351	23
SPL318	N20	1.018	441
SPL319	O20	0.946	431
SPL320	P20	1.037	534
SPL321	A21	0.660	1419
SPL322	B21	0.240	19
SPL323	C21	1.084	1559
SPL324	D21	0.304	25
SPL325	E21	0.790	954
SPL326	F21	0.306	31
SPL327	G21	0.983	3196
SPL328	H21	0.358	34
SPL329	I21	0.516	607
SPL330	J21	0.324	18
SPL331	K21	0.613	990
SPL332	L21	0.224	16
SPL333	M21	1.041	3369
SPL334	N21	0.446	58
SPL335	O21	1.062	3284
SPL336	P21	0.322	31
SPL337	A22	0.360	33
SPL338	B22	0.644	1139
SPL339	C22	0.484	20
SPL340	D22	1.122	3131
SPL341	E22	0.422	31
SPL342	F22	0.888	2561
SPL343	G22	0.453	113
SPL344	H22	1.004	3200
SPL345	I22	0.297	20
SPL346	J22	0.563	773
SPL347	K22	0.300	90
SPL348	L22	0.623	916
SPL349	M22	0.707	50
SPL350	N22	1.091	2986
SPL351	O22	0.418	26
SPL352	P22	1.037	2658
SPL353	A23	0.275	0
SPL354	B23	0.358	1
SPL355	C23	0.409	7
SPL356	D23	0.382	6
SPL357	E23	0.368	1
SPL358	F23	0.426	7
SPL359	G23	0.339	7
SPL360	H23	0.359	5
SPL361	I23	0.273	5
SPL362	J23	0.447	11
SPL363	K23	0.339	3
SPL364	L23	0.376	7
SPL365	M23	0.384	5
SPL366	N23	0.368	4
SPL367	O23	0.335	9
SPL368	P23	0.362	7
SPL369	A24	0.359	2
SPL370	B24	0.289	3
SPL371	C24	0.354	5
SPL372	D24	0.319	2
SPL373	E24	0.434	5
SPL374	F24	0.317	7
SPL375	G24	0.395	5
SPL376	H24	0.290	6
SPL377	I24	0.469	3
SPL378	J24	0.304	4
SPL379	K24	0.373	1
SPL380	L24	0.293	3
SPL381	M24	0.375	2
SPL382	N24	0.296	7
SPL383	O24	0.419	7
SPL384	P24	0.308	0

