

Software Version	2.00.18



Plate Number	Plate 1
Date	7/24/2014
Time	5:11:35 PM
Reader Type:	Synergy H1
Reader Serial Number:	265568
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	26.7

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL164	D11	1.004	7521
SPL165	E11	0.723	135
SPL166	F11	0.649	3903
SPL167	G11	0.881	597
SPL168	H11	0.899	6295
SPL169	I11	0.785	1872
SPL170	J11	0.815	2506
SPL171	K11	0.515	152
SPL172	L11	0.513	3011
SPL173	M11	0.967	404
SPL174	N11	1.012	8224
SPL175	O11	0.991	358
SPL176	P11	0.974	6186
SPL177	A12	0.582	2660
SPL178	B12	0.544	163
SPL179	C12	1.007	6814
SPL180	D12	1.004	583
SPL181	E12	0.814	314
SPL182	F12	0.755	323
SPL183	G12	0.915	6722
SPL184	H12	0.918	515
SPL185	I12	0.519	2506
SPL186	J12	0.473	213
SPL187	K12	0.485	2822
SPL188	L12	0.594	193
SPL189	M12	0.987	5562
SPL190	N12	0.882	886
SPL191	O12	0.967	5648
SPL192	P12	0.948	517
SPL193	A13	0.502	199
SPL194	B13	0.550	260
SPL195	C13	0.328	35
SPL196	D13	0.985	1212
SPL197	E13	0.712	919
SPL198	F13	0.694	686
SPL199	G13	0.861	1105
SPL200	H13	0.909	1231
SPL201	I13	0.475	413
SPL202	J13	0.590	1412
SPL203	K13	0.556	495
SPL204	L13	0.519	301
SPL205	M13	0.960	831
SPL206	N13	1.047	1475
SPL207	O13	0.959	352
SPL208	P13	0.947	1364
SPL209	A14	0.564	279
SPL210	B14	0.489	250
SPL211	C14	1.006	1667
SPL212	D14	1.008	1755
SPL213	E14	0.785	770
SPL214	F14	0.711	692
SPL215	G14	0.980	1762
SPL216	H14	0.956	1203
SPL217	I14	0.708	2478
SPL218	J14	0.582	934
SPL219	K14	0.593	521
SPL220	L14	0.545	355
SPL221	M14	0.967	1228
SPL222	N14	0.987	1571
SPL223	O14	0.936	1220
SPL224	P14	0.984	1369
SPL225	A15	0.549	93
SPL226	B15	0.544	166
SPL227	C15	1.047	1259
SPL228	D15	0.989	592
SPL229	E15	0.734	734
SPL230	F15	0.792	363
SPL231	G15	0.307	20
SPL232	H15	0.930	571
SPL233	I15	0.494	276
SPL234	J15	0.405	104
SPL235	K15	0.551	337
SPL236	L15	0.512	117
SPL237	M15	0.974	1331
SPL238	N15	1.016	553
SPL239	O15	0.952	1142
SPL240	P15	0.982	497
SPL241	A16	0.603	191
SPL242	B16	0.573	351
SPL243	C16	1.065	734
SPL244	D16	1.031	1507
SPL245	E16	0.758	157
SPL246	F16	0.778	829
SPL247	G16	1.027	581
SPL248	H16	0.919	1126
SPL249	I16	0.818	249
SPL250	J16	0.643	1831
SPL251	K16	0.635	206
SPL252	L16	0.503	245
SPL253	M16	1.059	656
SPL254	N16	0.986	1231
SPL255	O16	0.995	589
SPL256	P16	0.966	1024
SPL257	A17	0.560	75
SPL258	B17	0.518	132
SPL259	C17	0.986	501
SPL260	D17	0.996	509
SPL261	E17	0.763	208
SPL262	F17	0.813	474
SPL263	G17	0.938	723
SPL264	H17	0.882	404
SPL265	I17	0.598	194
SPL266	J17	0.556	541
SPL267	K17	0.568	143
SPL268	L17	0.608	196
SPL269	M17	0.998	553
SPL270	N17	1.036	571
SPL271	O17	0.978	498
SPL272	P17	0.939	453
SPL273	A18	0.629	188
SPL274	B18	0.622	156
SPL275	C18	1.058	662
SPL276	D18	0.992	485
SPL277	E18	0.854	479
SPL278	F18	0.853	290
SPL279	G18	1.005	646
SPL280	H18	0.946	449
SPL281	I18	0.692	1027
SPL282	J18	0.614	144
SPL283	K18	0.628	260
SPL284	L18	0.512	126
SPL285	M18	1.012	593
SPL286	N18	1.042	526
SPL287	O18	0.982	574
SPL288	P18	0.980	377
SPL289	A19	0.622	180
SPL290	B19	0.254	33
SPL291	C19	1.031	204
SPL292	D19	0.524	59
SPL293	E19	0.736	283
SPL294	F19	0.328	49
SPL295	G19	0.959	716
SPL296	H19	0.511	95
SPL297	I19	0.601	616
SPL298	J19	0.551	115
SPL299	K19	0.567	174
SPL300	L19	0.255	31
SPL301	M19	0.978	49
SPL302	N19	0.430	38
SPL303	O19	0.961	282
SPL304	P19	0.459	64
SPL305	A20	0.289	47
SPL306	B20	0.599	164
SPL307	C20	0.532	90
SPL308	D20	0.991	648
SPL309	E20	0.277	45
SPL310	F20	0.750	239
SPL311	G20	0.568	95
SPL312	H20	0.938	528
SPL313	I20	0.804	281
SPL314	J20	0.558	256
SPL315	K20	0.471	106
SPL316	L20	0.552	129
SPL317	M20	0.515	69
SPL318	N20	1.007	468
SPL319	O20	0.926	542
SPL320	P20	0.973	548
SPL321	A21	0.646	1389
SPL322	B21	0.283	20
SPL323	C21	1.039	2823
SPL324	D21	0.481	38
SPL325	E21	0.766	1187
SPL326	F21	0.317	27
SPL327	G21	0.946	2048
SPL328	H21	0.412	34
SPL329	I21	0.412	614
SPL330	J21	0.417	26
SPL331	K21	0.555	995
SPL332	L21	0.304	23
SPL333	M21	0.989	2959
SPL334	N21	0.455	38
SPL335	O21	0.966	3246
SPL336	P21	0.493	46
SPL337	A22	0.378	23
SPL338	B22	0.653	1173
SPL339	C22	0.652	34
SPL340	D22	0.964	4951
SPL341	E22	0.394	36
SPL342	F22	0.793	2009
SPL343	G22	0.632	338
SPL344	H22	0.955	2923
SPL345	I22	0.285	18
SPL346	J22	0.563	811
SPL347	K22	0.315	179
SPL348	L22	0.622	1313
SPL349	M22	0.732	61
SPL350	N22	1.020	3202
SPL351	O22	0.498	42
SPL352	P22	1.012	2807
SPL353	A23	0.336	5
SPL354	B23	0.347	6
SPL355	C23	0.337	6
SPL356	D23	0.389	5
SPL357	E23	0.352	7
SPL358	F23	0.402	5
SPL359	G23	0.311	4
SPL360	H23	0.340	4
SPL361	I23	0.322	2
SPL362	J23	0.439	2
SPL363	K23	0.310	5
SPL364	L23	0.363	5
SPL365	M23	0.351	5
SPL366	N23	0.354	5
SPL367	O23	0.356	3
SPL368	P23	0.359	8
SPL369	A24	0.425	0
SPL370	B24	0.308	2
SPL371	C24	0.370	5
SPL372	D24	0.316	1
SPL373	E24	0.417	2
SPL374	F24	0.355	4
SPL375	G24	0.413	3
SPL376	H24	0.353	3
SPL377	I24	0.480	0
SPL378	J24	0.377	6
SPL379	K24	0.408	7
SPL380	L24	0.327	6
SPL381	M24	0.460	7
SPL382	N24	0.425	4
SPL383	O24	0.411	15
SPL384	P24	0.317	3

